comment,polarity
খুব ভালো লাগলো নাটকটা চোখের পানি ধরে রাখতে পারলাম না বাবা মা না থাকলে ভাই ভাবির মধ্যে মানুষ হইলে এই রকম হয় ,Positive
নিশো দ্যা গ্রেট,Positive
নাটক টার নাম  জীবন ভ্রমন  হলে বেশি মানানসই  হতো     ,Positive
সত্যি অসাধারণ একটা নাটক অনেক ভালো লাগছে,Positive
সত্যি নাটকটা দেখে মনটা ভালো হয়ে গেলো  জয় হোক সত্যিকারের ভালোবাসার  সবাই ভালো থাকুক ভালোবাসার মানুষকে নিয়ে,Positive
দেখা শুরু করলাম আশা করি ভালো লাগবে,Positive
সব গুলো গরু চোদা,Negative
অনেক সুন্দর  নাটক m+n,Positive
অসাধারন.  নাইচ.  নাটকটা দেখে যে মজা পেলাম তার চেয়ে কষ্ট পেলাম. পাট ২ চাই???????,Positive
খুব ভালো লাগলো ,Positive
মেজাজ টাই খারাপ করে দিলো,Negative
এত সুন্দর স্ক্রীপ্টের জন্যই বাংলা নাটক আমার কাছে খুব ভালো লাগে  প্রতিটা চরিত্র খুব সুন্দরকরেই ফুটিয়ে তোলা হয়েছে   just  I love it,Positive
মিথিলার অভিনয় অনেক ভালো লাগে,Positive
অনেক  ভালো হয়েছে,Positive
আমার প্রিয় জুটি নিসো ভাই &তিসা,Positive
যাই হোক নাটক টা সব মিলিয়ে দারুন সামাজিক এবং মূল্যবোধ নিয়ে ছিল  বহুদিন পরেদেখা গেল যে একটা নাটক পরিবারের সবাই মিলে দেখার যোগ্য  এটা ছিল সামাজিক রোমান্টিক এবং বিশ্বাস  যোগ্য এই রকই সামাজ হওয়া দরকার   বাকি নাটক গুলা সুধু জিবনের ভূল ব্যক্ষা  দেয়  সামাজ থেকে দূর করে  পরিবার থেকে দূর কর  এই রকম সামাজি মূলোবোধ নাটক আর প্রয়জন আমাদের,Positive
